complaint_id,complaint_text,category
9056,"Loudspeakers from a function hall in MG Road are playing music at very high volume in the evening, disturbing the entire neighborhood. This is affecting our work and health on a daily basis. Kindly address this problem before it leads to any serious incident.",Noise & Pollution
9057,"A small factory near Sarjapur Road is releasing dark smoke and foul smell during office hours, severely affecting the air quality in the locality. The situation is getting worse day by day and needs urgent attention. We would be grateful if this issue is treated as high priority.",Noise & Pollution
9058,"There is a major leakage in the main water pipeline near Jayanagar, resulting in wastage of thousands of litres of water every day. It is becoming very difficult for us to manage our daily routine. We hope the authorities will respond soon and provide a permanent solution.",Water Supply
9059,"In Whitefield, the water supply timing keeps changing without any proper information, causing a lot of confusion among residents. This is causing inconvenience to office-goers and school children. We hope the authorities will respond soon and provide a permanent solution.",Water Supply
9060,There has been no regular water supply in Electronic City for more than two weeks. People are struggling to manage even basic needs like drinking and cooking. This is causing inconvenience to office-goers and school children. Please treat this as an urgent civic issue and resolve it quickly.,Water Supply
9061,"Residents of Indiranagar have noticed that garbage is being burned in an open plot in the morning, creating a lot of smoke and health issues. Because of this issue, people are scared to go out after dark. Kindly address this problem before it leads to any serious incident.",Garbage & Sanitation
9062,"Open garbage dumping near the residential area in Whitefield is causing a foul smell and unhygienic conditions. Because of this issue, people are scared to go out after dark. We would be grateful if this issue is treated as high priority.",Garbage & Sanitation
9063,"The transformer near BTM Layout is making a loud buzzing noise early in the morning, and people fear it might be faulty or overloaded. It is becoming very difficult for us to manage our daily routine. Kindly register this as a complaint and share the action taken details.",Streetlights & Electricity
9064,"There is no proper speed breaker near the school zone in Banashankari, and vehicles are moving at high speed, posing a danger to children. Because of this issue, people are scared to go out after dark. Please treat this as an urgent civic issue and resolve it quickly.",Road & Potholes
9065,"There are very few buses available from Electronic City during office hours, and passengers are forced to wait for a long time at the bus stop. Senior citizens and children are facing a lot of problems. We would be grateful if this issue is treated as high priority.",Public Transport
9066,"Water pressure in Banashankari is extremely low late at night, and the tanks do not get filled even after several hours. It is becoming very difficult for us to manage our daily routine. Kindly register this as a complaint and share the action taken details.",Water Supply
9067,"Construction work on the road in Sarjapur Road has been left incomplete for the past 10 days, causing huge traffic jams and inconvenience. Residents have complained multiple times but no proper action is taken. Kindly look into this matter and resolve it as soon as possible.",Road & Potholes
9068,"The bus stop in MG Road has no proper shelter or seating, and people have to stand in the hot sun or heavy rain. Many people in the neighborhood are very frustrated with this issue. We would be grateful if this issue is treated as high priority.",Public Transport
9069,"There is no proper speed breaker near the school zone in Jayanagar, and vehicles are moving at high speed, posing a danger to children. Many people in the neighborhood are very frustrated with this issue. We hope the authorities will respond soon and provide a permanent solution.",Road & Potholes
9070,"A small factory near Whitefield is releasing dark smoke and foul smell during peak traffic time, severely affecting the air quality in the locality. This is causing inconvenience to office-goers and school children. We would be grateful if this issue is treated as high priority.",Noise & Pollution
9071,"Buses starting from Basavanagudi are always overcrowded during office hours, making it difficult for elderly people and women to board. Many people in the neighborhood are very frustrated with this issue. We hope the authorities will respond soon and provide a permanent solution.",Public Transport
9072,Uncollected garbage is piling up on the streets in Indiranagar for many weeks continuously. The overflowing dustbins are attracting stray animals and insects. This is causing inconvenience to office-goers and school children. We would be grateful if this issue is treated as high priority.,Garbage & Sanitation
9073,"Streetlights in Jayanagar have not been working for almost a week, and the entire stretch becomes pitch dark after sunset. Because of this issue, people are scared to go out after dark. Kindly address this problem before it leads to any serious incident.",Streetlights & Electricity
9074,"There is no proper timetable or digital display for bus timings in Indiranagar, so passengers have no idea when the next bus will come. The situation is getting worse day by day and needs urgent attention. We would be grateful if this issue is treated as high priority.",Public Transport
9075,The main road in Koramangala is full of deep potholes for over a month now. Vehicles are getting damaged and it is very risky for two-wheelers. The situation is getting worse day by day and needs urgent attention. Please treat this as an urgent civic issue and resolve it quickly.,Road & Potholes
9076,"Construction work on the road in Rajajinagar has been left incomplete for more than two weeks, causing huge traffic jams and inconvenience. Senior citizens and children are facing a lot of problems. Kindly address this problem before it leads to any serious incident.",Road & Potholes
9077,"There is no proper timetable or digital display for bus timings in BTM Layout, so passengers have no idea when the next bus will come. Because of this issue, people are scared to go out after dark. Kindly address this problem before it leads to any serious incident.",Public Transport
9078,"The road in BTM Layout is covered with dust due to continuous movement of heavy vehicles, and there is no regular cleaning by the authorities. Many people in the neighborhood are very frustrated with this issue. We request the concerned department to take immediate action.",Noise & Pollution
9079,"Loudspeakers from a function hall in Whitefield are playing music at very high volume around midnight, disturbing the entire neighborhood. Residents have complained multiple times but no proper action is taken. Please send a team to inspect the problem and fix it at the earliest.",Noise & Pollution
9080,"In Banashankari, a large portion of the road has sunk, and there is stagnant water collected, increasing the chances of accidents. It is becoming very difficult for us to manage our daily routine. We hope the authorities will respond soon and provide a permanent solution.",Road & Potholes
9081,"Buses starting from Yelahanka are always overcrowded during office hours, making it difficult for elderly people and women to board. Residents have complained multiple times but no proper action is taken. We hope the authorities will respond soon and provide a permanent solution.",Public Transport
9082,"There is a major leakage in the main water pipeline near Electronic City, resulting in wastage of thousands of litres of water every day. This is affecting our work and health on a daily basis. We would be grateful if this issue is treated as high priority.",Water Supply
9083,"Streetlights in Banashankari have not been working for many weeks continuously, and the entire stretch becomes pitch dark after sunset. This is causing inconvenience to office-goers and school children. Please treat this as an urgent civic issue and resolve it quickly.",Streetlights & Electricity
9084,"In Whitefield, construction work continues early in the morning, including weekends, causing constant noise and stress for people living nearby. This is causing inconvenience to office-goers and school children. Kindly look into this matter and resolve it as soon as possible.",Noise & Pollution
9085,"After the recent rains, the road surface in MG Road has completely worn out, and there are cracks and uneven patches everywhere. Many people in the neighborhood are very frustrated with this issue. Please treat this as an urgent civic issue and resolve it quickly.",Road & Potholes
9086,"There is a major leakage in the main water pipeline near Yelahanka, resulting in wastage of thousands of litres of water every day. This is affecting our work and health on a daily basis. We request the concerned department to take immediate action.",Water Supply
9087,"In Basavanagudi, construction work continues in the evening, including weekends, causing constant noise and stress for people living nearby. This is affecting our work and health on a daily basis. We would be grateful if this issue is treated as high priority.",Noise & Pollution
9088,"People in BTM Layout are burning dry leaves and plastic waste during peak traffic time, leading to thick smoke and breathing problems for residents. It is becoming very difficult for us to manage our daily routine. Kindly address this problem before it leads to any serious incident.",Noise & Pollution
9089,"In BTM Layout, wet and dry waste are not being collected separately, leading to a huge mess and mixing of all kinds of waste. Senior citizens and children are facing a lot of problems. Kindly address this problem before it leads to any serious incident.",Garbage & Sanitation
9090,"After the recent rains, the road surface in Basavanagudi has completely worn out, and there are cracks and uneven patches everywhere. This is affecting our work and health on a daily basis. Kindly register this as a complaint and share the action taken details.",Road & Potholes
9091,"In Whitefield, a large portion of the road has sunk, and there is stagnant water collected, increasing the chances of accidents. This is affecting our work and health on a daily basis. We would be grateful if this issue is treated as high priority.",Road & Potholes
9092,"The transformer near Basavanagudi is making a loud buzzing noise in the evening, and people fear it might be faulty or overloaded. Senior citizens and children are facing a lot of problems. Please treat this as an urgent civic issue and resolve it quickly.",Streetlights & Electricity
9093,"There is no proper timetable or digital display for bus timings in Koramangala, so passengers have no idea when the next bus will come. Senior citizens and children are facing a lot of problems. Kindly address this problem before it leads to any serious incident.",Public Transport
9094,"In Indiranagar, wet and dry waste are not being collected separately, leading to a huge mess and mixing of all kinds of waste. Senior citizens and children are facing a lot of problems. Kindly address this problem before it leads to any serious incident.",Garbage & Sanitation
9095,"The main road in Malleshwaram is full of deep potholes for many weeks continuously. Vehicles are getting damaged and it is very risky for two-wheelers. Because of this issue, people are scared to go out after dark. Please treat this as an urgent civic issue and resolve it quickly.",Road & Potholes
9096,"Uncollected garbage is piling up on the streets in Indiranagar since last night. The overflowing dustbins are attracting stray animals and insects. Because of this issue, people are scared to go out after dark. We would be grateful if this issue is treated as high priority.",Garbage & Sanitation
9097,"There are frequent power cuts in Banashankari around midnight, and no proper schedule is communicated to the residents. This is causing inconvenience to office-goers and school children. Please send a team to inspect the problem and fix it at the earliest.",Streetlights & Electricity
9098,"The road in Banashankari is covered with dust due to continuous movement of heavy vehicles, and there is no regular cleaning by the authorities. It is becoming very difficult for us to manage our daily routine. Please send a team to inspect the problem and fix it at the earliest.",Noise & Pollution
9099,Uncollected garbage is piling up on the streets in Sarjapur Road for almost a week. The overflowing dustbins are attracting stray animals and insects. Residents have complained multiple times but no proper action is taken. We hope the authorities will respond soon and provide a permanent solution.,Garbage & Sanitation
9100,The main road in Banashankari is full of deep potholes for over a month now. Vehicles are getting damaged and it is very risky for two-wheelers. Senior citizens and children are facing a lot of problems. Kindly address this problem before it leads to any serious incident.,Road & Potholes
9101,"There are very few buses available from Jayanagar in the morning, and passengers are forced to wait for a long time at the bus stop. This is causing inconvenience to office-goers and school children. Please treat this as an urgent civic issue and resolve it quickly.",Public Transport
9102,"In Whitefield, the water coming from the taps is very muddy and has a bad smell, making it unsafe for daily use. The situation is getting worse day by day and needs urgent attention. Please send a team to inspect the problem and fix it at the earliest.",Water Supply
9103,There has been no regular water supply in Indiranagar for more than two weeks. People are struggling to manage even basic needs like drinking and cooking. This is causing inconvenience to office-goers and school children. We hope the authorities will respond soon and provide a permanent solution.,Water Supply
9104,"In Malleshwaram, a large portion of the road has sunk, and there is stagnant water collected, increasing the chances of accidents. This is affecting our work and health on a daily basis. Kindly address this problem before it leads to any serious incident.",Road & Potholes
9105,"In Electronic City, wet and dry waste are not being collected separately, leading to a huge mess and mixing of all kinds of waste. Because of this issue, people are scared to go out after dark. Please treat this as an urgent civic issue and resolve it quickly.",Garbage & Sanitation
9106,"Loudspeakers from a function hall in Electronic City are playing music at very high volume late at night, disturbing the entire neighborhood. Because of this issue, people are scared to go out after dark. Kindly address this problem before it leads to any serious incident.",Noise & Pollution
9107,"There are very few buses available from Indiranagar in the evening, and passengers are forced to wait for a long time at the bus stop. Because of this issue, people are scared to go out after dark. We request the concerned department to take immediate action.",Public Transport
9108,"In Electronic City, a large portion of the road has sunk, and there is stagnant water collected, increasing the chances of accidents. Many people in the neighborhood are very frustrated with this issue. Please send a team to inspect the problem and fix it at the earliest.",Road & Potholes
9109,"Water pressure in Rajajinagar is extremely low early in the morning, and the tanks do not get filled even after several hours. Senior citizens and children are facing a lot of problems. We would be grateful if this issue is treated as high priority.",Water Supply
9110,"In Sarjapur Road, garbage trucks have not come since yesterday morning. People are throwing waste on the roadside as there is no proper collection. This is affecting our work and health on a daily basis. We would be grateful if this issue is treated as high priority.",Garbage & Sanitation
9111,"In Jayanagar, garbage trucks have not come for over a month now. People are throwing waste on the roadside as there is no proper collection. Senior citizens and children are facing a lot of problems. Kindly register this as a complaint and share the action taken details.",Garbage & Sanitation
9112,"In Hebbal, the water coming from the taps is very muddy and has a bad smell, making it unsafe for daily use. Many people in the neighborhood are very frustrated with this issue. We hope the authorities will respond soon and provide a permanent solution.",Water Supply
9113,"The bus stop in BTM Layout has no proper shelter or seating, and people have to stand in the hot sun or heavy rain. This is affecting our work and health on a daily basis. We hope the authorities will respond soon and provide a permanent solution.",Public Transport
9114,"There is a major leakage in the main water pipeline near BTM Layout, resulting in wastage of thousands of litres of water every day. The situation is getting worse day by day and needs urgent attention. Kindly register this as a complaint and share the action taken details.",Water Supply
9115,"There is no proper timetable or digital display for bus timings in Indiranagar, so passengers have no idea when the next bus will come. The situation is getting worse day by day and needs urgent attention. Kindly register this as a complaint and share the action taken details.",Public Transport
9116,"In Jayanagar, garbage trucks have not come since last night. People are throwing waste on the roadside as there is no proper collection. Residents have complained multiple times but no proper action is taken. We would be grateful if this issue is treated as high priority.",Garbage & Sanitation
9117,"The transformer near Sarjapur Road is making a loud buzzing noise during office hours, and people fear it might be faulty or overloaded. This is affecting our work and health on a daily basis. We would be grateful if this issue is treated as high priority.",Streetlights & Electricity
9118,"The road in Malleshwaram is covered with dust due to continuous movement of heavy vehicles, and there is no regular cleaning by the authorities. This is affecting our work and health on a daily basis. Please treat this as an urgent civic issue and resolve it quickly.",Noise & Pollution
9119,"In Banashankari, the water supply timing keeps changing without any proper information, causing a lot of confusion among residents. Senior citizens and children are facing a lot of problems. Please treat this as an urgent civic issue and resolve it quickly.",Water Supply
9120,"In BTM Layout, several streetlights keep flickering throughout the night, making it uncomfortable and unsafe for pedestrians. Many people in the neighborhood are very frustrated with this issue. We hope the authorities will respond soon and provide a permanent solution.",Streetlights & Electricity
9121,"There is a major leakage in the main water pipeline near MG Road, resulting in wastage of thousands of litres of water every day. Because of this issue, people are scared to go out after dark. Kindly address this problem before it leads to any serious incident.",Water Supply
9122,"There are very few buses available from MG Road during office hours, and passengers are forced to wait for a long time at the bus stop. Residents have complained multiple times but no proper action is taken. We hope the authorities will respond soon and provide a permanent solution.",Public Transport
9123,There has been no regular water supply in Koramangala for more than two weeks. People are struggling to manage even basic needs like drinking and cooking. Residents have complained multiple times but no proper action is taken. Kindly look into this matter and resolve it as soon as possible.,Water Supply
9124,"Construction work on the road in Yelahanka has been left incomplete for over a month now, causing huge traffic jams and inconvenience. Senior citizens and children are facing a lot of problems. We hope the authorities will respond soon and provide a permanent solution.",Road & Potholes
9125,"There is a major leakage in the main water pipeline near Koramangala, resulting in wastage of thousands of litres of water every day. Residents have complained multiple times but no proper action is taken. We request the concerned department to take immediate action.",Water Supply
9126,"People in MG Road are burning dry leaves and plastic waste late at night, leading to thick smoke and breathing problems for residents. The situation is getting worse day by day and needs urgent attention. We hope the authorities will respond soon and provide a permanent solution.",Noise & Pollution
9127,"There are frequent power cuts in BTM Layout during office hours, and no proper schedule is communicated to the residents. The situation is getting worse day by day and needs urgent attention. Kindly look into this matter and resolve it as soon as possible.",Streetlights & Electricity
9128,"Water pressure in Rajajinagar is extremely low around midnight, and the tanks do not get filled even after several hours. This is causing inconvenience to office-goers and school children. Kindly look into this matter and resolve it as soon as possible.",Water Supply
9129,"In Hebbal, garbage trucks have not come for almost a week. People are throwing waste on the roadside as there is no proper collection. This is affecting our work and health on a daily basis. We hope the authorities will respond soon and provide a permanent solution.",Garbage & Sanitation
9130,"Loudspeakers from a function hall in Rajajinagar are playing music at very high volume during office hours, disturbing the entire neighborhood. This is causing inconvenience to office-goers and school children. Please treat this as an urgent civic issue and resolve it quickly.",Noise & Pollution
9131,"In Banashankari, wet and dry waste are not being collected separately, leading to a huge mess and mixing of all kinds of waste. Senior citizens and children are facing a lot of problems. Kindly register this as a complaint and share the action taken details.",Garbage & Sanitation
9132,Auto drivers operating from Hebbal are refusing to go by meter and are charging very high fares from passengers. Many people in the neighborhood are very frustrated with this issue. Please treat this as an urgent civic issue and resolve it quickly.,Public Transport
9133,"Electric wires are hanging very low from the electric poles in Banashankari, creating a serious safety hazard for people walking nearby. Senior citizens and children are facing a lot of problems. We would be grateful if this issue is treated as high priority.",Streetlights & Electricity
9134,"In Banashankari, construction work continues in the morning, including weekends, causing constant noise and stress for people living nearby. Because of this issue, people are scared to go out after dark. Kindly look into this matter and resolve it as soon as possible.",Noise & Pollution
9135,Uncollected garbage is piling up on the streets in Whitefield for almost a week. The overflowing dustbins are attracting stray animals and insects. This is causing inconvenience to office-goers and school children. We would be grateful if this issue is treated as high priority.,Garbage & Sanitation
9136,"The bus stop in Koramangala has no proper shelter or seating, and people have to stand in the hot sun or heavy rain. Residents have complained multiple times but no proper action is taken. Kindly address this problem before it leads to any serious incident.",Public Transport
9137,"People in Whitefield are burning dry leaves and plastic waste in the morning, leading to thick smoke and breathing problems for residents. Senior citizens and children are facing a lot of problems. Please treat this as an urgent civic issue and resolve it quickly.",Noise & Pollution
9138,"There is no proper timetable or digital display for bus timings in Indiranagar, so passengers have no idea when the next bus will come. Residents have complained multiple times but no proper action is taken. We request the concerned department to take immediate action.",Public Transport
9139,"In Rajajinagar, garbage trucks have not come for many weeks continuously. People are throwing waste on the roadside as there is no proper collection. It is becoming very difficult for us to manage our daily routine. We request the concerned department to take immediate action.",Garbage & Sanitation
9140,"In Koramangala, the water supply timing keeps changing without any proper information, causing a lot of confusion among residents. This is affecting our work and health on a daily basis. We hope the authorities will respond soon and provide a permanent solution.",Water Supply
9141,"In MG Road, the water coming from the taps is very muddy and has a bad smell, making it unsafe for daily use. Residents have complained multiple times but no proper action is taken. We request the concerned department to take immediate action.",Water Supply
9142,"Buses starting from Basavanagudi are always overcrowded during office hours, making it difficult for elderly people and women to board. Many people in the neighborhood are very frustrated with this issue. Please treat this as an urgent civic issue and resolve it quickly.",Public Transport
9143,"In Basavanagudi, a large portion of the road has sunk, and there is stagnant water collected, increasing the chances of accidents. Because of this issue, people are scared to go out after dark. We would be grateful if this issue is treated as high priority.",Road & Potholes
9144,"After the recent rains, the road surface in Basavanagudi has completely worn out, and there are cracks and uneven patches everywhere. Because of this issue, people are scared to go out after dark. Kindly register this as a complaint and share the action taken details.",Road & Potholes
9145,"Buses starting from BTM Layout are always overcrowded during office hours, making it difficult for elderly people and women to board. This is causing inconvenience to office-goers and school children. Kindly address this problem before it leads to any serious incident.",Public Transport
9146,"Construction work on the road in Electronic City has been left incomplete since last night, causing huge traffic jams and inconvenience. Senior citizens and children are facing a lot of problems. Kindly register this as a complaint and share the action taken details.",Road & Potholes
9147,"There are very few buses available from Koramangala in the morning, and passengers are forced to wait for a long time at the bus stop. Many people in the neighborhood are very frustrated with this issue. We would be grateful if this issue is treated as high priority.",Public Transport
9148,Auto drivers operating from Electronic City are refusing to go by meter and are charging very high fares from passengers. This is causing inconvenience to office-goers and school children. We would be grateful if this issue is treated as high priority.,Public Transport
9149,"In MG Road, wet and dry waste are not being collected separately, leading to a huge mess and mixing of all kinds of waste. Residents have complained multiple times but no proper action is taken. Please treat this as an urgent civic issue and resolve it quickly.",Garbage & Sanitation
9150,"There are frequent power cuts in Jayanagar in the morning, and no proper schedule is communicated to the residents. Senior citizens and children are facing a lot of problems. Kindly register this as a complaint and share the action taken details.",Streetlights & Electricity
9151,"There is no proper speed breaker near the school zone in Basavanagudi, and vehicles are moving at high speed, posing a danger to children. Many people in the neighborhood are very frustrated with this issue. We request the concerned department to take immediate action.",Road & Potholes
9152,"Streetlights in Basavanagudi have not been working for more than two weeks, and the entire stretch becomes pitch dark after sunset. Residents have complained multiple times but no proper action is taken. Kindly address this problem before it leads to any serious incident.",Streetlights & Electricity
9153,"In MG Road, construction work continues in the morning, including weekends, causing constant noise and stress for people living nearby. It is becoming very difficult for us to manage our daily routine. Please send a team to inspect the problem and fix it at the earliest.",Noise & Pollution
9154,"Water pressure in Sarjapur Road is extremely low early in the morning, and the tanks do not get filled even after several hours. Because of this issue, people are scared to go out after dark. Please send a team to inspect the problem and fix it at the earliest.",Water Supply
9155,"Residents of Banashankari have noticed that garbage is being burned in an open plot in the evening, creating a lot of smoke and health issues. Many people in the neighborhood are very frustrated with this issue. Kindly register this as a complaint and share the action taken details.",Garbage & Sanitation
9156,"There is no proper speed breaker near the school zone in Malleshwaram, and vehicles are moving at high speed, posing a danger to children. The situation is getting worse day by day and needs urgent attention. Please send a team to inspect the problem and fix it at the earliest.",Road & Potholes
9157,Uncollected garbage is piling up on the streets in Malleshwaram for over a month now. The overflowing dustbins are attracting stray animals and insects. The situation is getting worse day by day and needs urgent attention. We hope the authorities will respond soon and provide a permanent solution.,Garbage & Sanitation
9158,"A small factory near Koramangala is releasing dark smoke and foul smell in the evening, severely affecting the air quality in the locality. Because of this issue, people are scared to go out after dark. Please treat this as an urgent civic issue and resolve it quickly.",Noise & Pollution
9159,"In BTM Layout, wet and dry waste are not being collected separately, leading to a huge mess and mixing of all kinds of waste. It is becoming very difficult for us to manage our daily routine. We would be grateful if this issue is treated as high priority.",Garbage & Sanitation
9160,"In Hebbal, the water coming from the taps is very muddy and has a bad smell, making it unsafe for daily use. The situation is getting worse day by day and needs urgent attention. Please send a team to inspect the problem and fix it at the earliest.",Water Supply
9161,"Water pressure in Banashankari is extremely low in the evening, and the tanks do not get filled even after several hours. Because of this issue, people are scared to go out after dark. Kindly look into this matter and resolve it as soon as possible.",Water Supply
9162,Open garbage dumping near the residential area in Rajajinagar is causing a foul smell and unhygienic conditions. The situation is getting worse day by day and needs urgent attention. We would be grateful if this issue is treated as high priority.,Garbage & Sanitation
9163,"Water pressure in BTM Layout is extremely low late at night, and the tanks do not get filled even after several hours. The situation is getting worse day by day and needs urgent attention. Kindly address this problem before it leads to any serious incident.",Water Supply
9164,"A small factory near BTM Layout is releasing dark smoke and foul smell in the morning, severely affecting the air quality in the locality. The situation is getting worse day by day and needs urgent attention. We request the concerned department to take immediate action.",Noise & Pollution
9165,The main road in Basavanagudi is full of deep potholes for more than two weeks. Vehicles are getting damaged and it is very risky for two-wheelers. This is affecting our work and health on a daily basis. We request the concerned department to take immediate action.,Road & Potholes
9166,"There is no proper speed breaker near the school zone in Whitefield, and vehicles are moving at high speed, posing a danger to children. The situation is getting worse day by day and needs urgent attention. Kindly register this as a complaint and share the action taken details.",Road & Potholes
9167,The main road in MG Road is full of deep potholes for many weeks continuously. Vehicles are getting damaged and it is very risky for two-wheelers. Senior citizens and children are facing a lot of problems. We request the concerned department to take immediate action.,Road & Potholes
9168,"People in Indiranagar are burning dry leaves and plastic waste during office hours, leading to thick smoke and breathing problems for residents. It is becoming very difficult for us to manage our daily routine. Kindly address this problem before it leads to any serious incident.",Noise & Pollution
9169,"Loudspeakers from a function hall in Malleshwaram are playing music at very high volume late at night, disturbing the entire neighborhood. Many people in the neighborhood are very frustrated with this issue. Kindly look into this matter and resolve it as soon as possible.",Noise & Pollution
9170,"Residents of Koramangala have noticed that garbage is being burned in an open plot during peak traffic time, creating a lot of smoke and health issues. It is becoming very difficult for us to manage our daily routine. Please send a team to inspect the problem and fix it at the earliest.",Garbage & Sanitation
9171,"In Koramangala, a large portion of the road has sunk, and there is stagnant water collected, increasing the chances of accidents. It is becoming very difficult for us to manage our daily routine. We request the concerned department to take immediate action.",Road & Potholes
9172,"Streetlights in Sarjapur Road have not been working for the last 2 days, and the entire stretch becomes pitch dark after sunset. This is affecting our work and health on a daily basis. We hope the authorities will respond soon and provide a permanent solution.",Streetlights & Electricity
9173,"Electric wires are hanging very low from the electric poles in Hebbal, creating a serious safety hazard for people walking nearby. Residents have complained multiple times but no proper action is taken. Please send a team to inspect the problem and fix it at the earliest.",Streetlights & Electricity
9174,"There is no proper speed breaker near the school zone in Hebbal, and vehicles are moving at high speed, posing a danger to children. Senior citizens and children are facing a lot of problems. We request the concerned department to take immediate action.",Road & Potholes
9175,"After the recent rains, the road surface in Rajajinagar has completely worn out, and there are cracks and uneven patches everywhere. Residents have complained multiple times but no proper action is taken. Kindly look into this matter and resolve it as soon as possible.",Road & Potholes
9176,"The bus stop in BTM Layout has no proper shelter or seating, and people have to stand in the hot sun or heavy rain. This is affecting our work and health on a daily basis. Please treat this as an urgent civic issue and resolve it quickly.",Public Transport
9177,"There are very few buses available from Sarjapur Road during peak traffic time, and passengers are forced to wait for a long time at the bus stop. Senior citizens and children are facing a lot of problems. We hope the authorities will respond soon and provide a permanent solution.",Public Transport
9178,"In BTM Layout, wet and dry waste are not being collected separately, leading to a huge mess and mixing of all kinds of waste. This is causing inconvenience to office-goers and school children. Please treat this as an urgent civic issue and resolve it quickly.",Garbage & Sanitation
9179,"In Electronic City, several streetlights keep flickering throughout the night, making it uncomfortable and unsafe for pedestrians. It is becoming very difficult for us to manage our daily routine. We hope the authorities will respond soon and provide a permanent solution.",Streetlights & Electricity
9180,"People in Whitefield are burning dry leaves and plastic waste in the morning, leading to thick smoke and breathing problems for residents. Senior citizens and children are facing a lot of problems. Please send a team to inspect the problem and fix it at the earliest.",Noise & Pollution
9181,"In Yelahanka, several streetlights keep flickering throughout the night, making it uncomfortable and unsafe for pedestrians. It is becoming very difficult for us to manage our daily routine. Please treat this as an urgent civic issue and resolve it quickly.",Streetlights & Electricity
9182,"In Jayanagar, construction work continues late at night, including weekends, causing constant noise and stress for people living nearby. It is becoming very difficult for us to manage our daily routine. Please send a team to inspect the problem and fix it at the earliest.",Noise & Pollution
9183,"The road in Sarjapur Road is covered with dust due to continuous movement of heavy vehicles, and there is no regular cleaning by the authorities. Because of this issue, people are scared to go out after dark. Kindly look into this matter and resolve it as soon as possible.",Noise & Pollution
9184,"There is a major leakage in the main water pipeline near MG Road, resulting in wastage of thousands of litres of water every day. Because of this issue, people are scared to go out after dark. We would be grateful if this issue is treated as high priority.",Water Supply
9185,"In Jayanagar, garbage trucks have not come for almost a week. People are throwing waste on the roadside as there is no proper collection. Because of this issue, people are scared to go out after dark. Kindly address this problem before it leads to any serious incident.",Garbage & Sanitation
9186,Uncollected garbage is piling up on the streets in Rajajinagar for over a month now. The overflowing dustbins are attracting stray animals and insects. This is affecting our work and health on a daily basis. Please treat this as an urgent civic issue and resolve it quickly.,Garbage & Sanitation
9187,Auto drivers operating from BTM Layout are refusing to go by meter and are charging very high fares from passengers. It is becoming very difficult for us to manage our daily routine. We hope the authorities will respond soon and provide a permanent solution.,Public Transport
9188,Open garbage dumping near the residential area in MG Road is causing a foul smell and unhygienic conditions. Many people in the neighborhood are very frustrated with this issue. Kindly register this as a complaint and share the action taken details.,Garbage & Sanitation
9189,"There is no proper timetable or digital display for bus timings in Hebbal, so passengers have no idea when the next bus will come. This is affecting our work and health on a daily basis. Kindly look into this matter and resolve it as soon as possible.",Public Transport
9190,"Construction work on the road in Electronic City has been left incomplete since yesterday morning, causing huge traffic jams and inconvenience. Senior citizens and children are facing a lot of problems. Please send a team to inspect the problem and fix it at the earliest.",Road & Potholes
9191,"In Electronic City, wet and dry waste are not being collected separately, leading to a huge mess and mixing of all kinds of waste. Because of this issue, people are scared to go out after dark. We hope the authorities will respond soon and provide a permanent solution.",Garbage & Sanitation
9192,"A small factory near Banashankari is releasing dark smoke and foul smell late at night, severely affecting the air quality in the locality. Many people in the neighborhood are very frustrated with this issue. We would be grateful if this issue is treated as high priority.",Noise & Pollution
9193,"People in Koramangala are burning dry leaves and plastic waste during peak traffic time, leading to thick smoke and breathing problems for residents. This is affecting our work and health on a daily basis. Kindly address this problem before it leads to any serious incident.",Noise & Pollution
9194,"There is no proper timetable or digital display for bus timings in MG Road, so passengers have no idea when the next bus will come. It is becoming very difficult for us to manage our daily routine. We request the concerned department to take immediate action.",Public Transport
9195,"There are very few buses available from Koramangala late at night, and passengers are forced to wait for a long time at the bus stop. Residents have complained multiple times but no proper action is taken. Kindly address this problem before it leads to any serious incident.",Public Transport
9196,"Water pressure in Rajajinagar is extremely low in the evening, and the tanks do not get filled even after several hours. Because of this issue, people are scared to go out after dark. Please treat this as an urgent civic issue and resolve it quickly.",Water Supply
9197,"Construction work on the road in Banashankari has been left incomplete for more than two weeks, causing huge traffic jams and inconvenience. Residents have complained multiple times but no proper action is taken. Please treat this as an urgent civic issue and resolve it quickly.",Road & Potholes
9198,"In Banashankari, garbage trucks have not come since last night. People are throwing waste on the roadside as there is no proper collection. Senior citizens and children are facing a lot of problems. We hope the authorities will respond soon and provide a permanent solution.",Garbage & Sanitation
9199,"There has been no regular water supply in Basavanagudi for over a month now. People are struggling to manage even basic needs like drinking and cooking. Because of this issue, people are scared to go out after dark. Kindly address this problem before it leads to any serious incident.",Water Supply
9200,"In Yelahanka, garbage trucks have not come for over a month now. People are throwing waste on the roadside as there is no proper collection. This is affecting our work and health on a daily basis. Kindly register this as a complaint and share the action taken details.",Garbage & Sanitation
9201,"In Indiranagar, a large portion of the road has sunk, and there is stagnant water collected, increasing the chances of accidents. This is causing inconvenience to office-goers and school children. Kindly address this problem before it leads to any serious incident.",Road & Potholes
9202,"In Whitefield, the water supply timing keeps changing without any proper information, causing a lot of confusion among residents. Because of this issue, people are scared to go out after dark. We request the concerned department to take immediate action.",Water Supply
9203,"In Banashankari, the water coming from the taps is very muddy and has a bad smell, making it unsafe for daily use. This is affecting our work and health on a daily basis. We request the concerned department to take immediate action.",Water Supply
